"subjects","E","S","R","rt"
"hsft","neutral","left","left",0.4786
"hsft","speed","left","left",0.3687
"hsft","neutral","right","right",0.4297
"hsft","accuracy","right","right",0.4494
"hsft","neutral","left","left",0.4055
"hsft","neutral","right","right",0.406
"hsft","accuracy","right","right",0.4197
"hsft","speed","right","right",0.5185
"hsft","speed","right","right",0.3115
"hsft","accuracy","left","left",0.4195
"hsft","accuracy","right","right",0.4764
"hsft","speed","left","left",0.4302
"hsft","speed","right","right",0.3274
"hsft","speed","right","right",0.3876
"hsft","neutral","right","right",0.3549
"hsft","neutral","right","right",0.3759
"hsft","speed","right","left",0.3738
"hsft","accuracy","right","right",0.4688
"hsft","accuracy","left","left",0.4704
"hsft","accuracy","right","right",0.4079
"hsft","accuracy","left","left",0.408
"hsft","neutral","left","left",0.4357
"hsft","speed","right","right",0.3807
"hsft","neutral","right","right",0.418
"hsft","accuracy","right","right",0.6508
"hsft","neutral","right","right",0.537
"hsft","neutral","right","right",0.4839
"hsft","accuracy","right","right",0.4684
"hsft","speed","left","left",0.4017
"hsft","accuracy","left","left",0.4006
"hsft","neutral","left","left",0.5031
"hsft","accuracy","right","right",0.4569
"hsft","neutral","right","left",0.3364
"hsft","neutral","left","left",0.5176
"hsft","accuracy","left","left",0.551
"hsft","neutral","right","right",0.516
"hsft","speed","left","left",0.372
"hsft","neutral","right","right",0.4379
"hsft","neutral","left","left",0.3676
"hsft","neutral","right","right",0.3513
"hsft","neutral","right","right",0.4023
"hsft","speed","left","left",0.3768
"hsft","neutral","right","right",0.4409
"hsft","neutral","right","right",0.404
"hsft","neutral","right","right",0.4663
"hsft","accuracy","right","right",0.3896
"hsft","neutral","left","left",0.4804
"hsft","speed","right","right",0.4201
"hsft","neutral","right","right",0.3984
"hsft","accuracy","left","left",0.424
"hsft","neutral","right","right",0.4994
"hsft","speed","left","left",0.3179
"hsft","speed","left","left",0.3365
"hsft","speed","left","left",0.3789
"hsft","accuracy","left","left",0.7431
"hsft","speed","right","right",0.4383
"hsft","accuracy","left","left",0.4885
"hsft","speed","left","left",0.4344
"hsft","accuracy","right","right",0.5224
"hsft","accuracy","left","left",0.4697
"hsft","speed","left","left",0.4119
"hsft","neutral","left","left",0.3752
"hsft","accuracy","left","left",0.4845
"hsft","speed","left","left",0.3337
"hsft","neutral","left","left",0.443
"hsft","accuracy","right","right",0.5118
"hsft","speed","left","left",0.4149
"hsft","speed","left","left",0.3089
"hsft","neutral","right","right",0.4997
"hsft","neutral","left","left",0.3883
"hsft","accuracy","left","left",0.4739
"hsft","speed","left","left",0.3306
"hsft","accuracy","right","right",0.4426
"hsft","speed","right","right",0.4514
"hsft","neutral","right","right",0.6525
"hsft","accuracy","left","left",0.5191
"hsft","neutral","left","left",0.4716
"hsft","accuracy","right","right",0.4378
"hsft","speed","right","right",0.3092
"hsft","neutral","left","left",0.3656
"hsft","accuracy","right","right",0.5413
"hsft","neutral","left","left",0.434
"hsft","accuracy","left","left",0.437
"hsft","accuracy","right","right",0.4215
"hsft","neutral","left","left",0.4631
"hsft","accuracy","right","right",0.4407
"hsft","speed","left","left",0.3288
"hsft","speed","left","left",0.3416
"hsft","neutral","left","left",0.3703
"hsft","accuracy","right","right",0.3851
"hsft","accuracy","left","left",0.3442
"hsft","neutral","right","right",0.5905
"hsft","accuracy","right","right",0.5052
"hsft","speed","left","left",0.3608
"hsft","speed","left","left",0.4251
"hsft","speed","left","left",0.4064
"hsft","accuracy","left","left",0.3935
"hsft","speed","left","left",0.3775
"hsft","neutral","right","right",0.4487
"hsft","neutral","right","right",0.3669
"hsft","speed","left","left",0.4306
"hsft","accuracy","left","left",0.4868
"hsft","accuracy","left","left",0.3957
"hsft","neutral","right","right",0.3771
"hsft","neutral","left","left",0.3807
"hsft","accuracy","right","right",0.4705
"hsft","neutral","left","left",0.3608
"hsft","neutral","right","right",0.4687
"hsft","accuracy","right","right",0.5785
"hsft","accuracy","left","left",0.4595
"hsft","speed","right","right",0.4049
"hsft","accuracy","left","left",0.4611
"hsft","neutral","right","right",0.4956
"hsft","accuracy","right","right",0.4114
"hsft","neutral","right","right",0.443
"hsft","speed","left","left",0.2829
"hsft","speed","right","right",0.345
"hsft","accuracy","right","right",0.4933
"hsft","speed","right","right",0.5093
"hsft","neutral","left","left",0.4419
"hsft","accuracy","right","right",0.4443
"hsft","speed","left","left",0.3072
"hsft","accuracy","right","right",0.4069
"hsft","neutral","left","left",0.4332
"hsft","speed","right","right",0.3053
"hsft","accuracy","right","right",0.4772
"hsft","speed","right","right",0.409
"hsft","neutral","right","right",0.4511
"hsft","accuracy","right","right",0.4575
"hsft","speed","left","left",0.4201
"hsft","accuracy","right","right",0.4576
"hsft","speed","left","right",0.2595
"hsft","accuracy","left","left",0.5059
"hsft","accuracy","left","left",0.4149
"hsft","accuracy","right","right",0.476
"hsft","speed","right","left",0.3297
"hsft","accuracy","left","left",0.6752
"hsft","accuracy","right","right",0.4791
"hsft","speed","left","left",0.3653
"hsft","accuracy","left","left",0.4327
"hsft","speed","left","left",0.4573
"hsft","accuracy","right","right",0.4809
"hsft","neutral","right","right",0.4055
"hsft","accuracy","right","right",0.506
"hsft","accuracy","right","right",0.4233
"hsft","accuracy","right","right",0.5116
"hsft","speed","left","left",0.3567
"hsft","accuracy","right","right",0.4193
"hsft","speed","left","left",0.3513
"hsft","speed","right","right",0.3293
"hsft","neutral","left","left",0.3827
"hsft","speed","right","left",0.2754
"hsft","neutral","left","left",0.3774
"hsft","neutral","left","left",0.4246
"hsft","accuracy","right","right",0.8011
"hsft","neutral","left","left",0.4236
"hsft","accuracy","right","right",0.4793
"hsft","speed","right","left",0.2656
"hsft","speed","left","left",0.2735
"hsft","accuracy","left","left",0.5577
"hsft","neutral","left","left",0.6448
"hsft","speed","left","left",0.4663
"hsft","neutral","left","left",0.3623
"hsft","neutral","left","left",0.4366
"hsft","speed","right","right",0.4521
"hsft","accuracy","right","right",0.4301
"hsft","speed","right","left",0.3261
"hsft","accuracy","right","right",0.4676
"hsft","accuracy","right","right",0.4461
"hsft","accuracy","right","right",0.3819
"hsft","speed","left","left",0.3622
"hsft","speed","right","right",0.3799
"hsft","accuracy","right","right",0.5115
"hsft","speed","right","left",0.5261
"hsft","neutral","left","left",0.3598
"hsft","speed","left","left",0.3401
"hsft","speed","left","left",0.7022
"hsft","neutral","left","left",0.4045
"hsft","speed","right","right",0.5441
"hsft","speed","left","left",0.4068
"hsft","neutral","left","left",0.3965
"hsft","neutral","left","left",0.3586
"hsft","speed","right","right",0.3923
"hsft","speed","left","left",0.3161
"hsft","neutral","left","left",0.4128
"hsft","speed","right","right",0.3842
"hsft","neutral","left","left",0.3489
"hsft","neutral","left","left",0.4419
"hsft","speed","left","left",0.4815
"hsft","accuracy","left","left",0.5234
"hsft","speed","right","right",0.3321
"hsft","speed","left","left",0.3384
"hsft","speed","right","right",0.3313
"hsft","neutral","left","left",0.3991
"hsft","speed","right","right",0.3399
"hsft","speed","right","left",0.3006
"hsft","speed","right","right",0.3573
"hsft","speed","right","right",0.532
"hsft","accuracy","right","right",0.4444
"hsft","accuracy","left","left",0.4153
"hsft","neutral","right","right",0.4952
"hsft","accuracy","left","left",0.5328
"hsft","accuracy","right","right",0.4618
"hsft","speed","right","right",0.3639
"hsft","accuracy","left","left",0.5347
"hsft","accuracy","right","right",0.473
"hsft","speed","left","left",0.3313
"hsft","accuracy","right","right",0.5219
"hsft","speed","right","right",0.391
"hsft","speed","left","left",0.4306
"hsft","neutral","right","right",0.4524
"hsft","neutral","left","left",0.4022
"hsft","speed","right","right",0.4137
"hsft","speed","right","right",0.3764
"hsft","speed","right","right",0.3869
"hsft","speed","left","left",0.3607
"hsft","accuracy","left","left",0.4132
"hsft","speed","right","left",0.3156
"hsft","neutral","right","right",0.4448
"hsft","accuracy","right","right",0.473
"hsft","accuracy","right","right",0.5122
"hsft","speed","left","left",0.3723
"hsft","neutral","left","left",0.4809
"hsft","speed","right","right",0.3787
"hsft","speed","left","left",0.3523
"hsft","speed","right","right",0.3985
"hsft","accuracy","right","right",0.599
"hsft","accuracy","left","left",0.5107
"hsft","neutral","left","left",0.4959
"hsft","accuracy","right","right",0.5313
"hsft","accuracy","left","left",0.4711
"hsft","neutral","left","left",0.4584
"hsft","neutral","right","right",0.4547
"hsft","accuracy","left","left",0.4764
"hsft","speed","left","left",0.414
"hsft","accuracy","right","right",0.6719
"hsft","speed","left","left",0.395
"hsft","speed","right","right",0.3426
"hsft","neutral","left","left",0.5143
"hsft","accuracy","right","right",0.6903
"hsft","neutral","right","right",0.4664
"hsft","accuracy","left","left",0.4596
"hsft","accuracy","right","right",0.5052
"hsft","neutral","left","left",0.4341
"hsft","accuracy","right","right",0.5003
"hsft","accuracy","right","right",0.489
"hsft","accuracy","left","left",0.4626
"hsft","neutral","left","left",0.5074
"hsft","speed","left","left",0.4719
"hsft","neutral","right","right",0.38
"hsft","neutral","left","left",0.4328
"hsft","speed","left","left",0.3529
"hsft","speed","left","left",0.393
"hsft","neutral","right","right",0.5334
"hsft","speed","left","left",0.4241
"hsft","neutral","right","right",0.48
"hsft","accuracy","left","left",0.501
"hsft","accuracy","left","left",0.4915
"hsft","speed","left","left",0.4139
"hsft","speed","left","left",0.3897
"hsft","speed","right","right",0.3756
"hsft","neutral","right","right",0.3981
"hsft","accuracy","left","left",0.4239
"hsft","neutral","left","left",0.4173
"hsft","neutral","left","left",0.4281
"hsft","neutral","right","right",0.5121
"hsft","neutral","right","right",0.4794
"hsft","speed","left","left",0.4607
"hsft","speed","left","left",0.3068
"hsft","accuracy","left","left",0.558
"hsft","speed","left","right",0.2753
"hsft","speed","left","left",0.3348
"hsft","accuracy","left","left",0.4907
"hsft","speed","left","left",0.3199
"hsft","accuracy","right","right",0.4209
"hsft","speed","right","right",0.38
"hsft","accuracy","right","right",0.4455
"hsft","speed","right","right",0.3592
"hsft","speed","left","left",0.3282
"hsft","accuracy","left","left",0.4823
"hsft","accuracy","right","right",0.4683
"hsft","accuracy","left","left",0.7709
"hsft","accuracy","right","right",0.4639
"hsft","neutral","right","right",0.426
"hsft","neutral","left","left",0.3699
"hsft","speed","left","left",0.3878
"hsft","accuracy","right","left",0.5173
"hsft","speed","right","right",0.4359
"hsft","neutral","left","left",0.447
"hsft","accuracy","right","right",0.4591
"hsft","neutral","left","left",0.4058
"hsft","neutral","left","left",0.3887
"hsft","accuracy","left","left",0.4835
"hsft","accuracy","left","left",0.4629
"hsft","speed","left","left",0.384
"hsft","neutral","left","left",0.523
"hsft","speed","left","left",0.3133
"hsft","accuracy","right","right",0.4569
"hsft","accuracy","left","left",0.3777
"hsft","neutral","left","left",0.4842
"hsft","speed","left","right",0.3825
"hsft","accuracy","left","left",0.3585
"hsft","speed","right","right",0.5606
"hsft","accuracy","right","right",0.4664
"hsft","speed","right","right",0.4129
"hsft","speed","left","left",0.3646
"hsft","accuracy","left","left",0.38
"hsft","speed","left","left",0.3751
"hsft","accuracy","right","right",0.4459
"hsft","speed","left","left",0.4311
"hsft","accuracy","right","right",0.5037
"hsft","speed","right","left",0.292
"hsft","accuracy","left","left",0.521
"hsft","accuracy","right","right",0.4321
"hsft","speed","right","right",0.4049
"hsft","speed","left","left",0.3365
"hsft","neutral","right","right",0.5446
"hsft","accuracy","left","left",0.6807
"hsft","neutral","right","right",0.4545
"hsft","neutral","left","left",0.432
"hsft","accuracy","right","right",0.7813
"hsft","speed","left","left",0.3568
"hsft","accuracy","left","left",0.562
"hsft","neutral","right","right",0.4329
"hsft","speed","right","right",0.262
"hsft","accuracy","right","right",0.4062
"hsft","accuracy","left","left",0.3821
"hsft","speed","right","right",0.4271
"hsft","speed","left","left",0.3354
"hsft","neutral","left","left",0.6308
"hsft","accuracy","right","right",0.4606
"hsft","neutral","right","right",0.4055
"hsft","neutral","right","right",0.4108
"hsft","neutral","left","left",0.4478
"hsft","neutral","right","right",0.5123
"hsft","speed","left","left",0.3212
"hsft","speed","right","right",0.3153
"hsft","speed","left","left",0.2867
"hsft","speed","left","right",0.2913
"hsft","accuracy","left","left",0.3726
"hsft","neutral","right","right",0.4839
"hsft","neutral","left","left",0.425
"hsft","neutral","left","left",0.4573
"hsft","accuracy","right","right",0.4831
"hsft","neutral","left","left",0.4013
"hsft","neutral","right","right",0.4791
"hsft","neutral","right","right",0.811
"hsft","accuracy","left","left",0.3794
"hsft","speed","left","left",0.3795
"hsft","speed","left","left",0.3316
"hsft","neutral","right","right",0.4704
"hsft","accuracy","right","right",0.399
"hsft","neutral","left","left",0.3001
"hsft","speed","left","left",0.3054
"hsft","accuracy","left","left",0.5577
"hsft","speed","right","right",0.5554
"hsft","neutral","left","left",0.3494
"hsft","accuracy","left","left",0.3648
"hsft","accuracy","left","left",0.4668
"hsft","speed","right","right",0.3972
"hsft","speed","left","left",0.3954
"hsft","speed","left","left",0.3694
"hsft","speed","right","right",0.2823
"hsft","speed","right","right",0.4418
"hsft","neutral","left","left",0.4702
"hsft","neutral","left","left",0.4701
"hsft","accuracy","left","left",0.5129
"hsft","accuracy","left","left",0.4478
"hsft","speed","right","right",0.5093
"hsft","accuracy","right","right",0.3853
"hsft","speed","right","right",0.3639
"hsft","neutral","right","right",0.406
"hsft","neutral","left","left",0.4463
"hsft","accuracy","left","left",0.3613
"hsft","accuracy","left","left",0.4098
"hsft","speed","left","left",0.3456
"hsft","speed","left","left",0.3679
"hsft","accuracy","left","left",0.3931
"hsft","speed","left","left",0.3725
"hsft","speed","right","right",0.3273
"hsft","accuracy","right","right",0.4839
"hsft","accuracy","right","right",0.5235
"hsft","neutral","right","right",0.625
"hsft","speed","left","left",0.3749
"hsft","speed","right","right",0.3484
"hsft","accuracy","right","right",0.4498
"hsft","speed","left","left",0.3818
"hsft","accuracy","left","left",0.565
"hsft","neutral","right","right",0.5316
"hsft","neutral","right","right",0.4439
"hsft","speed","right","right",0.401
"hsft","neutral","left","left",0.3903
"hsft","neutral","left","left",0.4089
"hsft","speed","left","left",0.2742
"hsft","neutral","left","left",0.3868
"hsft","accuracy","left","left",0.4282
"hsft","neutral","right","right",0.425
"hsft","accuracy","left","left",0.4703
"hsft","neutral","left","left",0.491
"hsft","accuracy","left","left",0.4746
"hsft","neutral","left","left",0.5122
"hsft","speed","right","right",0.3242
"hsft","accuracy","right","right",0.5676
"hsft","speed","left","left",0.389
"hsft","neutral","right","right",0.4007
"hsft","neutral","right","right",0.4495
"hsft","speed","right","right",0.6354
"hsft","speed","left","left",0.2916
"hsft","speed","right","left",0.3098
"hsft","neutral","right","right",0.4309
"hsft","speed","right","right",0.4622
"hsft","neutral","left","left",0.4476
"hsft","speed","right","left",0.3318
"hsft","neutral","left","left",0.5005
"hsft","accuracy","left","left",0.4303
"hsft","accuracy","right","right",0.4893
"hsft","speed","left","left",0.4356
"hsft","speed","left","left",0.4724
"hsft","neutral","left","left",0.4091
"hsft","accuracy","right","left",0.4283
"hsft","accuracy","right","right",0.6159
"hsft","neutral","left","left",0.6131
"hsft","speed","left","left",0.4019
"hsft","accuracy","left","left",0.4685
"hsft","neutral","left","left",0.4889
"hsft","neutral","left","left",0.6599
"hsft","speed","right","left",0.6314
"hsft","accuracy","left","left",0.516
"hsft","accuracy","right","right",0.4836
"hsft","neutral","left","left",0.5839
"hsft","speed","right","right",0.4378
"hsft","speed","left","left",0.2983
